state_i,state_j,max_similarity,mean_similarity,squire_diff,squire_mean,partisan_align,both_unified_dem,both_unified_rep,same_policy_dir,both_protective,both_restrictive,pac_jaccard,contiguous,bill_count_product,gov_i,gov_j,lean_i,lean_j
Idaho,Iowa,0.14266935587296634,0.05926824891888204,0.07600000000000001,0.129,1,0,1,0,0,0,0.3333333333333333,0,4,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Kansas,0.20479314185996714,0.06579950079591404,0.05099999999999999,0.11649999999999999,0,0,0,0,0,0,0.3333333333333333,0,36,Unified Republican,Divided,mixed,restrictive
Idaho,Kentucky,0.13485925297066165,0.05506476786239492,0.07800000000000001,0.13,0,0,0,0,0,0,0.3333333333333333,0,8,Unified Republican,Divided,mixed,restrictive
Idaho,Louisiana,0.1869611648763746,0.07338096795526225,0.07800000000000001,0.13,0,0,0,0,0,0,0.0,0,12,Unified Republican,Divided,mixed,restrictive
Idaho,Maine,0.15743987701798323,0.03466338199624229,0.04200000000000001,0.112,0,0,0,0,0,0,0.5,0,28,Unified Republican,Unified Democratic,mixed,protective
Idaho,Maryland,0.12830164313424683,0.04148345297961904,0.19299999999999998,0.1875,0,0,0,0,0,0,0.0,0,16,Unified Republican,Unified Democratic,mixed,protective
Idaho,Michigan,0.18642877322603668,0.04065545961526245,0.5660000000000001,0.374,0,0,0,0,0,0,0.3333333333333333,0,64,Unified Republican,Unified Democratic,mixed,protective
Idaho,Minnesota,0.23947830782560062,0.07946341719637273,0.07800000000000001,0.13,0,0,0,0,0,0,0.3333333333333333,0,8,Unified Republican,Unified Democratic,mixed,protective
Idaho,Mississippi,0.15877878036969664,0.05626395610073378,0.011999999999999997,0.097,1,0,1,0,0,0,0.0,0,24,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Missouri,0.32354977344238306,0.09451885798869551,0.1039999999999999,0.14299999999999996,1,0,1,0,0,0,0.5,0,24,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Montana,0.17786891760919507,0.05195252719322487,0.008999999999999994,0.0865,1,0,1,0,0,0,0.0,1,40,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Nebraska,0.1240990120299766,0.07097612183894393,0.07,0.126,1,0,1,0,0,0,0.3333333333333333,0,8,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Nevada,0.10473950056259504,0.0447331265241524,0.14200000000000002,0.162,0,0,0,0,0,0,0.3333333333333333,1,12,Unified Republican,Unified Democratic,mixed,protective
Idaho,New Jersey,0.3201770346080062,0.12075913625888364,0.234,0.20800000000000002,0,0,0,0,0,0,0.3333333333333333,0,12,Unified Republican,Unified Democratic,mixed,protective
Idaho,New Mexico,0.09920213535199421,0.06264694035270153,0.07800000000000001,0.13,0,0,0,0,0,0,0.3333333333333333,0,8,Unified Republican,Unified Democratic,mixed,protective
Idaho,New York,0.13370780673425953,0.045562384384084005,0.5690000000000001,0.3755,0,0,0,0,0,0,0.3333333333333333,0,28,Unified Republican,Unified Democratic,mixed,protective
Idaho,North Carolina,0.22047733423693366,0.09785284729172515,0.08999999999999991,0.13599999999999995,0,0,0,0,0,0,0.3333333333333333,0,12,Unified Republican,Divided,mixed,restrictive
Idaho,North Dakota,0.2389351588921993,0.06294833465859008,0.0059999999999999915,0.088,1,0,1,0,0,0,0.0,0,16,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Ohio,0.14399465707491504,0.05903252325265445,0.19999999999999998,0.191,1,0,1,0,0,0,0.3333333333333333,0,8,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Oklahoma,0.07974619718695466,0.04766057239413911,0.07800000000000001,0.13,1,0,1,0,0,0,0.0,0,4,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Oregon,0.14558497341264076,0.08053421377942864,0.135,0.1585,0,0,0,0,0,0,0.5,1,4,Unified Republican,Unified Democratic,mixed,protective
Idaho,Pennsylvania,0.12005881114922094,0.06621057295173984,0.07800000000000001,0.13,0,0,0,0,0,0,0.3333333333333333,0,4,Unified Republican,Divided,mixed,restrictive
Idaho,Rhode Island,0.11427314111571002,0.07624631135212938,0.11599999999999999,0.149,0,0,0,0,0,0,0.5,0,4,Unified Republican,Unified Democratic,mixed,protective
Idaho,South Carolina,0.28380915288999603,0.07181241148106848,0.04300000000000001,0.1125,1,0,1,0,0,0,0.0,0,8,Unified Republican,Unified Republican,mixed,mixed
Idaho,South Dakota,0.033282756870064045,0.021630694160853104,0.018000000000000002,0.08199999999999999,1,0,1,0,0,0,0.0,0,4,Unified Republican,Unified Republican,mixed,mixed
Idaho,Tennessee,0.17542630673275358,0.05167961721278751,0.061,0.1215,1,0,1,0,0,0,0.0,0,16,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Texas,0.12919200830274427,0.04678241922639804,0.04999999999999999,0.11599999999999999,1,0,1,0,0,0,0.3333333333333333,0,28,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Utah,0.24076996820641022,0.06606571186656043,0.067,0.1245,1,0,1,0,0,0,0.0,1,28,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Vermont,0.12049253484738592,0.06650993783504904,0.006000000000000005,0.094,0,0,0,0,0,0,0.5,0,4,Unified Republican,Divided,mixed,protective
Idaho,Virginia,0.23898903809385397,0.08017251899151996,0.11299999999999999,0.1475,0,0,0,0,0,0,0.25,0,16,Unified Republican,Divided,mixed,restrictive
Idaho,Washington,0.11780289742199845,0.051830970454579864,0.164,0.173,0,0,0,0,0,0,0.3333333333333333,1,20,Unified Republican,Unified Democratic,mixed,protective
Idaho,West Virginia,0.13170494752205092,0.06353432753751329,0.017,0.0995,1,0,1,0,0,0,0.0,0,16,Unified Republican,Unified Republican,mixed,restrictive
Idaho,Wisconsin,0.2977088979620076,0.11792187746264397,0.07800000000000001,0.13,0,0,0,0,0,0,0.3333333333333333,0,4,Unified Republican,Divided,mixed,restrictive
Idaho,Wyoming,0.18197763885099968,0.08452163497743762,0.020000000000000004,0.08099999999999999,1,0,1,0,0,0,0.0,1,8,Unified Republican,Unified Republican,mixed,restrictive
Illinois,Indiana,0.051453941446713745,0.03990459261497745,0.16999999999999998,0.268,0,0,0,1,1,0,0.5,1,5,Unified Democratic,Unified Republican,protective,protective
Illinois,Iowa,0.05704440961359918,0.03723009488281866,0.18599999999999997,0.26,0,0,0,0,0,0,1.0,1,5,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Kansas,0.27323405655236227,0.06865416723659662,0.211,0.2475,0,0,0,0,0,0,1.0,0,45,Unified Democratic,Divided,protective,restrictive
Illinois,Kentucky,0.12409833690777655,0.07222275713694862,0.18399999999999997,0.261,0,0,0,0,0,0,1.0,1,10,Unified Democratic,Divided,protective,restrictive
Illinois,Louisiana,0.15130572512528057,0.06719832130666448,0.18399999999999997,0.261,0,0,0,0,0,0,0.0,0,15,Unified Democratic,Divided,protective,restrictive
Illinois,Maine,0.14205750920256147,0.042496435308968385,0.21999999999999997,0.243,1,1,0,1,1,0,0.6666666666666666,0,35,Unified Democratic,Unified Democratic,protective,protective
Illinois,Maryland,0.16139342882904353,0.06210534126396283,0.069,0.3185,1,1,0,1,1,0,0.5,0,20,Unified Democratic,Unified Democratic,protective,protective
Illinois,Michigan,0.1635352606106047,0.041211443484864545,0.30400000000000005,0.505,1,1,0,1,1,0,1.0,0,80,Unified Democratic,Unified Democratic,protective,protective
Illinois,Minnesota,0.2103657835477403,0.10837930188198655,0.18399999999999997,0.261,1,1,0,1,1,0,1.0,0,10,Unified Democratic,Unified Democratic,protective,protective
Illinois,Mississippi,0.2728847783668599,0.07153653509070243,0.25,0.22799999999999998,0,0,0,0,0,0,0.3333333333333333,0,30,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Missouri,0.21137192596653345,0.10863116937525681,0.15800000000000008,0.2739999999999999,0,0,0,0,0,0,0.6666666666666666,1,30,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Montana,0.14035032664173838,0.05631320265161576,0.27099999999999996,0.2175,0,0,0,0,0,0,0.3333333333333333,0,50,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Nebraska,0.1267757256286634,0.07746388726281364,0.19199999999999998,0.257,0,0,0,0,0,0,1.0,0,10,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Nevada,0.09884146627331894,0.04791220332377537,0.11999999999999997,0.293,1,1,0,1,1,0,1.0,0,15,Unified Democratic,Unified Democratic,protective,protective
Illinois,New Jersey,0.32846493903906965,0.14006849850983857,0.02799999999999997,0.33899999999999997,1,1,0,1,1,0,1.0,0,15,Unified Democratic,Unified Democratic,protective,protective
Illinois,New Mexico,0.1166769275095559,0.089517372785296,0.18399999999999997,0.261,1,1,0,1,1,0,1.0,0,10,Unified Democratic,Unified Democratic,protective,protective
Illinois,New York,0.10965437369804976,0.04421874008830084,0.30700000000000005,0.5065,1,1,0,1,1,0,1.0,0,35,Unified Democratic,Unified Democratic,protective,protective
Illinois,North Carolina,0.28374392978553203,0.1183256161371463,0.17200000000000007,0.26699999999999996,0,0,0,0,0,0,1.0,0,15,Unified Democratic,Divided,protective,restrictive
Illinois,North Dakota,0.22100674378113172,0.06209504692065019,0.26799999999999996,0.219,0,0,0,0,0,0,0.3333333333333333,0,20,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Ohio,0.10961807698389518,0.05253213960796579,0.062,0.32199999999999995,0,0,0,0,0,0,1.0,0,10,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Oklahoma,0.09002953476540616,0.06655370446851513,0.18399999999999997,0.261,0,0,0,0,0,0,0.3333333333333333,0,5,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Oregon,0.17450739970320567,0.11099052866009469,0.12699999999999997,0.2895,1,1,0,1,1,0,0.6666666666666666,0,5,Unified Democratic,Unified Democratic,protective,protective
Illinois,Pennsylvania,0.1473631573792465,0.08823953809488574,0.18399999999999997,0.261,0,0,0,0,0,0,1.0,0,5,Unified Democratic,Divided,protective,restrictive
Illinois,Rhode Island,0.11871674990505869,0.08772465125018658,0.146,0.27999999999999997,1,1,0,1,1,0,0.6666666666666666,0,5,Unified Democratic,Unified Democratic,protective,protective
Illinois,South Carolina,0.09878357024256858,0.040674632989968026,0.21899999999999997,0.2435,0,0,0,0,0,0,0.3333333333333333,0,10,Unified Democratic,Unified Republican,protective,mixed
Illinois,South Dakota,0.027812460115693084,0.02006861059009584,0.27999999999999997,0.213,0,0,0,0,0,0,0.0,0,5,Unified Democratic,Unified Republican,protective,mixed
Illinois,Tennessee,0.10154101103721405,0.031687128709386364,0.20099999999999998,0.2525,0,0,0,0,0,0,0.3333333333333333,0,20,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Texas,0.2615202649460004,0.06103809151112371,0.212,0.247,0,0,0,0,0,0,1.0,0,35,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Utah,0.19215395976590624,0.07149894079794715,0.19499999999999998,0.2555,0,0,0,0,0,0,0.3333333333333333,0,35,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Vermont,0.26754959191736355,0.12804335675668513,0.256,0.22499999999999998,0,0,0,1,1,0,0.6666666666666666,0,5,Unified Democratic,Divided,protective,protective
Illinois,Virginia,0.3294517522756616,0.1112566269661017,0.149,0.27849999999999997,0,0,0,0,0,0,0.75,0,20,Unified Democratic,Divided,protective,restrictive
Illinois,Washington,0.10473760896002368,0.054154017491125375,0.09799999999999998,0.304,1,1,0,1,1,0,1.0,0,25,Unified Democratic,Unified Democratic,protective,protective
Illinois,West Virginia,0.15404285290421113,0.0697935519770514,0.245,0.23049999999999998,0,0,0,0,0,0,0.0,0,20,Unified Democratic,Unified Republican,protective,restrictive
Illinois,Wisconsin,0.13036005942949744,0.09409354919278148,0.18399999999999997,0.261,0,0,0,0,0,0,1.0,1,5,Unified Democratic,Divided,protective,restrictive
Illinois,Wyoming,0.08293105805080803,0.04672996884146658,0.282,0.212,0,0,0,0,0,0,0.3333333333333333,0,10,Unified Democratic,Unified Republican,protective,restrictive
Indiana,Iowa,0.030432961690851235,0.030432961690851235,0.015999999999999986,0.175,1,0,1,0,0,0,0.5,0,1,Unified Republican,Unified Republican,protective,restrictive
Indiana,Kansas,0.04562675833730822,0.02468485785653503,0.04100000000000001,0.16249999999999998,0,0,0,0,0,0,0.5,0,9,Unified Republican,Divided,protective,restrictive
Indiana,Kentucky,0.0338536858953766,0.027085011936760113,0.013999999999999985,0.176,0,0,0,0,0,0,0.5,1,2,Unified Republican,Divided,protective,restrictive
Indiana,Louisiana,0.03044863670047972,0.02248016400769404,0.013999999999999985,0.176,0,0,0,0,0,0,0.0,0,3,Unified Republican,Divided,protective,restrictive
Indiana,Maine,0.046611979347161284,0.022310960441590415,0.04999999999999999,0.158,0,0,0,1,1,0,0.25,0,7,Unified Republican,Unified Democratic,protective,protective
Indiana,Maryland,0.03556332614673849,0.021957526698330766,0.10099999999999998,0.23349999999999999,0,0,0,1,1,0,0.5,0,4,Unified Republican,Unified Democratic,protective,protective
Indiana,Michigan,0.042902165047062485,0.013706248149129477,0.47400000000000003,0.42000000000000004,0,0,0,1,1,0,0.5,1,16,Unified Republican,Unified Democratic,protective,protective
Indiana,Minnesota,0.07800169524583475,0.04455796040206644,0.013999999999999985,0.176,0,0,0,1,1,0,0.5,0,2,Unified Republican,Unified Democratic,protective,protective
Indiana,Mississippi,0.03166366914924303,0.019778290200685236,0.08,0.143,1,0,1,0,0,0,0.3333333333333333,0,6,Unified Republican,Unified Republican,protective,restrictive
Indiana,Missouri,0.06605487560272714,0.04385333346058263,0.0119999999999999,0.18899999999999995,1,0,1,0,0,0,0.6666666666666666,0,6,Unified Republican,Unified Republican,protective,restrictive
Indiana,Montana,0.10076522794758314,0.03269987519012124,0.10099999999999999,0.1325,1,0,1,0,0,0,0.0,0,10,Unified Republican,Unified Republican,protective,restrictive
Indiana,Nebraska,0.04380612137855761,0.03753498455524343,0.021999999999999992,0.172,1,0,1,0,0,0,0.5,0,2,Unified Republican,Unified Republican,protective,restrictive
Indiana,Nevada,0.04268922235718901,0.02591398293419297,0.05000000000000002,0.20800000000000002,0,0,0,1,1,0,0.5,0,3,Unified Republican,Unified Democratic,protective,protective
Indiana,New Jersey,0.12024127191028319,0.06580699001436764,0.14200000000000002,0.254,0,0,0,1,1,0,0.5,0,3,Unified Republican,Unified Democratic,protective,protective
Indiana,New Mexico,0.024372252173509204,0.02436108078394055,0.013999999999999985,0.176,0,0,0,1,1,0,0.5,0,2,Unified Republican,Unified Democratic,protective,protective
Indiana,New York,0.02888594578222897,0.018285273670062805,0.47700000000000004,0.4215,0,0,0,1,1,0,0.5,0,7,Unified Republican,Unified Democratic,protective,protective
Indiana,North Carolina,0.06910881552161566,0.050858159799791365,0.002000000000000085,0.18199999999999994,0,0,0,0,0,0,0.5,0,3,Unified Republican,Divided,protective,restrictive
Indiana,North Dakota,0.05002825622424158,0.029445921836178217,0.09799999999999999,0.134,1,0,1,0,0,0,0.3333333333333333,0,4,Unified Republican,Unified Republican,protective,restrictive
Indiana,Ohio,0.025788093626333504,0.020935472963944476,0.10799999999999998,0.237,1,0,1,0,0,0,0.5,1,2,Unified Republican,Unified Republican,protective,restrictive
Indiana,Oklahoma,0.021072823870520205,0.021072823870520205,0.013999999999999985,0.176,1,0,1,0,0,0,0.3333333333333333,0,1,Unified Republican,Unified Republican,protective,restrictive
Indiana,Oregon,0.041175605084144404,0.041175605084144404,0.04300000000000001,0.20450000000000002,0,0,0,1,1,0,0.25,0,1,Unified Republican,Unified Democratic,protective,protective
Indiana,Pennsylvania,0.018548669412340384,0.018548669412340384,0.013999999999999985,0.176,0,0,0,0,0,0,0.5,0,1,Unified Republican,Divided,protective,restrictive
Indiana,Rhode Island,0.029466580237721248,0.029466580237721248,0.023999999999999994,0.195,0,0,0,1,1,0,0.25,0,1,Unified Republican,Unified Democratic,protective,protective
Indiana,South Carolina,0.06328782314743324,0.035010895353518014,0.04899999999999999,0.1585,1,0,1,0,0,0,0.0,0,2,Unified Republican,Unified Republican,protective,mixed
Indiana,South Dakota,0.010396182863189309,0.010396182863189309,0.11,0.128,1,0,1,0,0,0,0.0,0,1,Unified Republican,Unified Republican,protective,mixed
Indiana,Tennessee,0.01986742147661834,0.013450592015415402,0.031,0.16749999999999998,1,0,1,0,0,0,0.3333333333333333,0,4,Unified Republican,Unified Republican,protective,restrictive
Indiana,Texas,0.03741739011850556,0.019390775586644714,0.04200000000000001,0.16199999999999998,1,0,1,0,0,0,0.5,0,7,Unified Republican,Unified Republican,protective,restrictive
Indiana,Utah,0.05978721708981637,0.033529644517623025,0.024999999999999994,0.17049999999999998,1,0,1,0,0,0,0.3333333333333333,0,7,Unified Republican,Unified Republican,protective,restrictive
Indiana,Vermont,0.05022726271073381,0.05022726271073381,0.086,0.14,0,0,0,1,1,0,0.25,0,1,Unified Republican,Divided,protective,protective
Indiana,Virginia,0.10067618358055001,0.056739086670831086,0.02099999999999999,0.1935,0,0,0,0,0,0,0.75,0,4,Unified Republican,Divided,protective,restrictive
Indiana,Washington,0.031506947282589286,0.023189318622121792,0.07200000000000001,0.219,0,0,0,1,1,0,0.5,0,5,Unified Republican,Unified Democratic,protective,protective
Indiana,West Virginia,0.032076085765994036,0.024809955499924603,0.075,0.1455,1,0,1,0,0,0,0.0,0,4,Unified Republican,Unified Republican,protective,restrictive
Indiana,Wisconsin,0.02558549157391076,0.02558549157391076,0.013999999999999985,0.176,0,0,0,0,0,0,0.5,0,1,Unified Republican,Divided,protective,restrictive
Indiana,Wyoming,0.0449085647170378,0.044165920764191645,0.112,0.127,1,0,1,0,0,0,0.3333333333333333,0,2,Unified Republican,Unified Republican,protective,restrictive
Iowa,Kansas,0.1442719521431008,0.051462981514779814,0.025000000000000022,0.1545,0,0,0,1,0,1,1.0,0,9,Unified Republican,Divided,restrictive,restrictive
Iowa,Kentucky,0.033478434629551725,0.03345025988237947,0.0020000000000000018,0.168,0,0,0,1,0,1,1.0,0,2,Unified Republican,Divided,restrictive,restrictive
Iowa,Louisiana,0.022924257400805254,0.017072264661664286,0.0020000000000000018,0.168,0,0,0,1,0,1,0.0,0,3,Unified Republican,Divided,restrictive,restrictive
Iowa,Maine,0.050352305837959174,0.01997012117560581,0.034,0.15000000000000002,0,0,0,0,0,0,0.6666666666666666,0,7,Unified Republican,Unified Democratic,restrictive,protective
Iowa,Maryland,0.0396501693455077,0.021504494791953477,0.11699999999999997,0.22549999999999998,0,0,0,0,0,0,0.5,0,4,Unified Republican,Unified Democratic,restrictive,protective
Iowa,Michigan,0.1214924176652898,0.02741533186925007,0.49,0.41200000000000003,0,0,0,0,0,0,1.0,0,16,Unified Republican,Unified Democratic,restrictive,protective
Iowa,Minnesota,0.03738756995879178,0.023220893649636802,0.0020000000000000018,0.168,0,0,0,0,0,0,1.0,1,2,Unified Republican,Unified Democratic,restrictive,protective
Iowa,Mississippi,0.04210738799195253,0.026027656502891152,0.06400000000000002,0.135,1,0,1,1,0,1,0.3333333333333333,0,6,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Missouri,0.10245997682380266,0.051796541508447376,0.027999999999999886,0.18099999999999994,1,0,1,1,0,1,0.6666666666666666,1,6,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Montana,0.10583365955773233,0.05148312716519286,0.085,0.1245,1,0,1,1,0,1,0.3333333333333333,0,10,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Nebraska,0.08369361462735507,0.050794795068765164,0.006000000000000005,0.164,1,0,1,1,0,1,1.0,1,2,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Nevada,0.05557109569808322,0.03717767128298782,0.066,0.2,0,0,0,0,0,0,1.0,0,3,Unified Republican,Unified Democratic,restrictive,protective
Iowa,New Jersey,0.05430895388269665,0.040215121863201156,0.158,0.246,0,0,0,0,0,0,1.0,0,3,Unified Republican,Unified Democratic,restrictive,protective
Iowa,New Mexico,0.02526751628438265,0.021675898926335202,0.0020000000000000018,0.168,0,0,0,0,0,0,1.0,0,2,Unified Republican,Unified Democratic,restrictive,protective
Iowa,New York,0.028169396464049316,0.014877255618303206,0.493,0.41350000000000003,0,0,0,0,0,0,1.0,0,7,Unified Republican,Unified Democratic,restrictive,protective
Iowa,North Carolina,0.15079598267684532,0.08251474757482966,0.013999999999999901,0.17399999999999996,0,0,0,1,0,1,1.0,0,3,Unified Republican,Divided,restrictive,restrictive
Iowa,North Dakota,0.2066525604194267,0.07888014990603513,0.082,0.126,1,0,1,1,0,1,0.3333333333333333,0,4,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Ohio,0.026402887294779055,0.0241913276391597,0.12399999999999997,0.22899999999999998,1,0,1,1,0,1,1.0,0,2,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Oklahoma,0.04131035994583776,0.04131035994583776,0.0020000000000000018,0.168,1,0,1,1,0,1,0.3333333333333333,0,1,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Oregon,0.0409499726006763,0.0409499726006763,0.059,0.1965,0,0,0,0,0,0,0.6666666666666666,0,1,Unified Republican,Unified Democratic,restrictive,protective
Iowa,Pennsylvania,0.008164632844735172,0.008164632844735172,0.0020000000000000018,0.168,0,0,0,1,0,1,1.0,0,1,Unified Republican,Divided,restrictive,restrictive
Iowa,Rhode Island,0.042653970264763065,0.042653970264763065,0.03999999999999998,0.187,0,0,0,0,0,0,0.6666666666666666,0,1,Unified Republican,Unified Democratic,restrictive,protective
Iowa,South Carolina,0.4052263054882251,0.20620302867300594,0.033,0.15050000000000002,1,0,1,0,0,0,0.3333333333333333,0,2,Unified Republican,Unified Republican,restrictive,mixed
Iowa,South Dakota,0.026437291346134942,0.026437291346134942,0.09400000000000001,0.12,1,0,1,0,0,0,0.0,1,1,Unified Republican,Unified Republican,restrictive,mixed
Iowa,Tennessee,0.0813960753342645,0.041509467834163,0.015000000000000013,0.1595,1,0,1,1,0,1,0.3333333333333333,0,4,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Texas,0.03961778566470935,0.019729803470675926,0.026000000000000023,0.154,1,0,1,1,0,1,1.0,0,7,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Utah,0.17175124249429088,0.054728070765614555,0.009000000000000008,0.1625,1,0,1,1,0,1,0.3333333333333333,0,7,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Vermont,0.034015457769559006,0.034015457769559006,0.07,0.132,0,0,0,0,0,0,0.6666666666666666,0,1,Unified Republican,Divided,restrictive,protective
Iowa,Virginia,0.08434093895999409,0.0511595137941134,0.03699999999999998,0.1855,0,0,0,1,0,1,0.75,0,4,Unified Republican,Divided,restrictive,restrictive
Iowa,Washington,0.02978879972313151,0.019782315153074496,0.088,0.21100000000000002,0,0,0,0,0,0,1.0,0,5,Unified Republican,Unified Democratic,restrictive,protective
Iowa,West Virginia,0.07807341292335071,0.044396120458229896,0.05900000000000001,0.1375,1,0,1,1,0,1,0.0,0,4,Unified Republican,Unified Republican,restrictive,restrictive
Iowa,Wisconsin,0.024661627707508776,0.024661627707508776,0.0020000000000000018,0.168,0,0,0,1,0,1,1.0,1,1,Unified Republican,Divided,restrictive,restrictive
Iowa,Wyoming,0.15009762837767043,0.11042290736846301,0.09600000000000002,0.119,1,0,1,1,0,1,0.3333333333333333,0,2,Unified Republican,Unified Republican,restrictive,restrictive
Kansas,Kentucky,0.11604553176435627,0.0541270738534687,0.027000000000000024,0.1555,1,0,0,1,0,1,1.0,0,18,Divided,Divided,restrictive,restrictive
Kansas,Louisiana,0.26287554730279655,0.048142144865901806,0.027000000000000024,0.1555,1,0,0,1,0,1,0.0,0,27,Divided,Divided,restrictive,restrictive
Kansas,Maine,0.0988025716546661,0.029502230004397792,0.00899999999999998,0.1375,0,0,0,0,0,0,0.6666666666666666,0,63,Divided,Unified Democratic,restrictive,protective
Kansas,Maryland,0.19601126791232112,0.046337749833112646,0.142,0.21299999999999997,0,0,0,0,0,0,0.5,0,36,Divided,Unified Democratic,restrictive,protective
Kansas,Michigan,0.16862505820579635,0.03185413697148604,0.515,0.3995,0,0,0,0,0,0,1.0,0,144,Divided,Unified Democratic,restrictive,protective
Kansas,Minnesota,0.11903690738144232,0.04955058260965178,0.027000000000000024,0.1555,0,0,0,0,0,0,1.0,0,18,Divided,Unified Democratic,restrictive,protective
Kansas,Mississippi,0.15784199501899557,0.05240081343808011,0.03899999999999999,0.1225,0,0,0,1,0,1,0.3333333333333333,0,54,Divided,Unified Republican,restrictive,restrictive
Kansas,Missouri,0.18821816101066638,0.08908512447054792,0.05299999999999991,0.16849999999999993,0,0,0,1,0,1,0.6666666666666666,1,54,Divided,Unified Republican,restrictive,restrictive
Kansas,Montana,0.2463495208614164,0.04649185766111501,0.059999999999999984,0.11199999999999999,0,0,0,1,0,1,0.3333333333333333,0,90,Divided,Unified Republican,restrictive,restrictive
Kansas,Nebraska,0.2242448744513918,0.07517745431651536,0.019000000000000017,0.1515,0,0,0,1,0,1,1.0,1,18,Divided,Unified Republican,restrictive,restrictive
Kansas,Nevada,0.09560731623242168,0.03776807755460542,0.09100000000000003,0.1875,0,0,0,0,0,0,1.0,0,27,Divided,Unified Democratic,restrictive,protective
Kansas,New Jersey,0.17038704495493714,0.08227048191092486,0.18300000000000002,0.23349999999999999,0,0,0,0,0,0,1.0,0,27,Divided,Unified Democratic,restrictive,protective
Kansas,New Mexico,0.06601938271227628,0.040224385590181426,0.027000000000000024,0.1555,0,0,0,0,0,0,1.0,0,18,Divided,Unified Democratic,restrictive,protective
Kansas,New York,0.10479492422839083,0.032682351485969846,0.518,0.401,0,0,0,0,0,0,1.0,0,63,Divided,Unified Democratic,restrictive,protective
Kansas,North Carolina,0.2226292519723133,0.10976714737231516,0.038999999999999924,0.16149999999999995,1,0,0,1,0,1,1.0,0,27,Divided,Divided,restrictive,restrictive
Kansas,North Dakota,0.2700810034834298,0.048628317241064783,0.05699999999999998,0.11349999999999999,0,0,0,1,0,1,0.3333333333333333,0,36,Divided,Unified Republican,restrictive,restrictive
Kansas,Ohio,0.10656955087470595,0.037034291085134216,0.149,0.21649999999999997,0,0,0,1,0,1,1.0,0,18,Divided,Unified Republican,restrictive,restrictive
Kansas,Oklahoma,0.08069494854269363,0.05325379183458376,0.027000000000000024,0.1555,0,0,0,1,0,1,0.3333333333333333,1,9,Divided,Unified Republican,restrictive,restrictive
Kansas,Oregon,0.09553197108195438,0.07240059482075839,0.08400000000000002,0.184,0,0,0,0,0,0,0.6666666666666666,0,9,Divided,Unified Democratic,restrictive,protective
Kansas,Pennsylvania,0.213286851158946,0.056759972755612,0.027000000000000024,0.1555,1,0,0,1,0,1,1.0,0,9,Divided,Divided,restrictive,restrictive
Kansas,Rhode Island,0.06581804909547993,0.0562195663674271,0.065,0.1745,0,0,0,0,0,0,0.6666666666666666,0,9,Divided,Unified Democratic,restrictive,protective
Kansas,South Carolina,0.2949590091105467,0.04880816607969299,0.00799999999999998,0.138,0,0,0,0,0,0,0.3333333333333333,0,18,Divided,Unified Republican,restrictive,mixed
Kansas,South Dakota,0.024877187193335436,0.01456654460425206,0.06899999999999999,0.10749999999999998,0,0,0,0,0,0,0.0,0,9,Divided,Unified Republican,restrictive,mixed
Kansas,Tennessee,0.12128996968823108,0.026082314616810074,0.010000000000000009,0.147,0,0,0,1,0,1,0.3333333333333333,0,36,Divided,Unified Republican,restrictive,restrictive
Kansas,Texas,0.13814842318194923,0.03396696668150229,0.0010000000000000009,0.1415,0,0,0,1,0,1,1.0,0,63,Divided,Unified Republican,restrictive,restrictive
Kansas,Utah,0.22225403296173174,0.05214630340473691,0.016000000000000014,0.15,0,0,0,1,0,1,0.3333333333333333,0,63,Divided,Unified Republican,restrictive,restrictive
