state_i,state_j,max_similarity,mean_similarity,squire_diff,squire_mean,partisan_align,both_unified_dem,both_unified_rep,same_policy_dir,both_protective,both_restrictive,pac_jaccard,contiguous,bill_count_product,gov_i,gov_j,lean_i,lean_j
Kansas,Vermont,0.08155190368676007,0.06092525911117816,0.044999999999999984,0.1195,1,0,0,0,0,0,0.6666666666666666,0,9,Divided,Divided,restrictive,protective
Kansas,Virginia,0.27946080070647683,0.08807727370322613,0.062,0.173,1,0,0,1,0,1,0.75,0,36,Divided,Divided,restrictive,restrictive
Kansas,Washington,0.2341340741079443,0.039488258709948126,0.11300000000000002,0.1985,0,0,0,0,0,0,1.0,0,45,Divided,Unified Democratic,restrictive,protective
Kansas,West Virginia,0.1278262195744673,0.05532810224863963,0.03399999999999999,0.125,0,0,0,1,0,1,0.0,0,36,Divided,Unified Republican,restrictive,restrictive
Kansas,Wisconsin,0.06790460313172707,0.05591096470321693,0.027000000000000024,0.1555,1,0,0,1,0,1,1.0,0,9,Divided,Divided,restrictive,restrictive
Kansas,Wyoming,0.14138873800647736,0.05898949872048129,0.071,0.10649999999999998,0,0,0,1,0,1,0.3333333333333333,0,18,Divided,Unified Republican,restrictive,restrictive
Kentucky,Louisiana,0.08285290773849703,0.05013909201188262,0.0,0.169,1,0,0,1,0,1,0.0,0,6,Divided,Divided,restrictive,restrictive
Kentucky,Maine,0.12171479591883905,0.03151426865743427,0.036000000000000004,0.15100000000000002,0,0,0,0,0,0,0.6666666666666666,0,14,Divided,Unified Democratic,restrictive,protective
Kentucky,Maryland,0.13154339696744546,0.04970371309973546,0.11499999999999996,0.22649999999999998,0,0,0,0,0,0,0.5,0,8,Divided,Unified Democratic,restrictive,protective
Kentucky,Michigan,0.09431904171014742,0.024352468542115015,0.488,0.41300000000000003,0,0,0,0,0,0,1.0,0,32,Divided,Unified Democratic,restrictive,protective
Kentucky,Minnesota,0.1405712273456682,0.06718895254838897,0.0,0.169,0,0,0,0,0,0,1.0,0,4,Divided,Unified Democratic,restrictive,protective
Kentucky,Mississippi,0.12362207890918737,0.05229475735780765,0.06600000000000002,0.136,0,0,0,1,0,1,0.3333333333333333,0,12,Divided,Unified Republican,restrictive,restrictive
Kentucky,Missouri,0.15659836592079115,0.07126235304525351,0.025999999999999884,0.18199999999999994,0,0,0,1,0,1,0.6666666666666666,1,12,Divided,Unified Republican,restrictive,restrictive
Kentucky,Montana,0.09160908126456105,0.040476267065277655,0.08700000000000001,0.1255,0,0,0,1,0,1,0.3333333333333333,0,20,Divided,Unified Republican,restrictive,restrictive
Kentucky,Nebraska,0.0835887226320698,0.053372200420423115,0.008000000000000007,0.165,0,0,0,1,0,1,1.0,0,4,Divided,Unified Republican,restrictive,restrictive
Kentucky,Nevada,0.06218345692949724,0.0323855513216775,0.064,0.201,0,0,0,0,0,0,1.0,0,6,Divided,Unified Democratic,restrictive,protective
Kentucky,New Jersey,0.12765887683900032,0.0798572244911603,0.156,0.247,0,0,0,0,0,0,1.0,0,6,Divided,Unified Democratic,restrictive,protective
Kentucky,New Mexico,0.06571777973884366,0.04982039783189618,0.0,0.169,0,0,0,0,0,0,1.0,0,4,Divided,Unified Democratic,restrictive,protective
Kentucky,New York,0.08382198471703448,0.04274625885917044,0.491,0.41450000000000004,0,0,0,0,0,0,1.0,0,14,Divided,Unified Democratic,restrictive,protective
Kentucky,North Carolina,0.14968452757055184,0.09362771968198025,0.0119999999999999,0.17499999999999996,1,0,0,1,0,1,1.0,0,6,Divided,Divided,restrictive,restrictive
Kentucky,North Dakota,0.07947134401733325,0.042450720036423965,0.084,0.127,0,0,0,1,0,1,0.3333333333333333,0,8,Divided,Unified Republican,restrictive,restrictive
Kentucky,Ohio,0.08248916119661105,0.05292852029101196,0.12199999999999997,0.22999999999999998,0,0,0,1,0,1,1.0,1,4,Divided,Unified Republican,restrictive,restrictive
Kentucky,Oklahoma,0.06934777162703576,0.04760506266617238,0.0,0.169,0,0,0,1,0,1,0.3333333333333333,0,2,Divided,Unified Republican,restrictive,restrictive
Kentucky,Oregon,0.1165144013111299,0.07159138146681654,0.056999999999999995,0.1975,0,0,0,0,0,0,0.6666666666666666,0,2,Divided,Unified Democratic,restrictive,protective
Kentucky,Pennsylvania,0.053116422159916264,0.053032959287667644,0.0,0.169,1,0,0,1,0,1,1.0,0,2,Divided,Divided,restrictive,restrictive
Kentucky,Rhode Island,0.14826530620468772,0.09543797631703749,0.03799999999999998,0.188,0,0,0,0,0,0,0.6666666666666666,0,2,Divided,Unified Democratic,restrictive,protective
Kentucky,South Carolina,0.05992698947439525,0.04381795076360279,0.035,0.15150000000000002,0,0,0,0,0,0,0.3333333333333333,0,4,Divided,Unified Republican,restrictive,mixed
Kentucky,South Dakota,0.018421281777018142,0.014551096915138426,0.09600000000000002,0.121,0,0,0,0,0,0,0.0,0,2,Divided,Unified Republican,restrictive,mixed
Kentucky,Tennessee,0.05215084054299243,0.02766262491110016,0.017000000000000015,0.1605,0,0,0,1,0,1,0.3333333333333333,1,8,Divided,Unified Republican,restrictive,restrictive
Kentucky,Texas,0.07020143916368458,0.03883640061369453,0.028000000000000025,0.155,0,0,0,1,0,1,1.0,0,14,Divided,Unified Republican,restrictive,restrictive
Kentucky,Utah,0.08364830621091335,0.04779337979238717,0.01100000000000001,0.1635,0,0,0,1,0,1,0.3333333333333333,0,14,Divided,Unified Republican,restrictive,restrictive
Kentucky,Vermont,0.1600040100662278,0.09416035550374952,0.07200000000000001,0.133,1,0,0,0,0,0,0.6666666666666666,0,2,Divided,Divided,restrictive,protective
Kentucky,Virginia,0.19735918993601997,0.08849898132193514,0.034999999999999976,0.1865,1,0,0,1,0,1,0.75,1,8,Divided,Divided,restrictive,restrictive
Kentucky,Washington,0.13848831900909533,0.04596263257817425,0.086,0.21200000000000002,0,0,0,0,0,0,1.0,0,10,Divided,Unified Democratic,restrictive,protective
Kentucky,West Virginia,0.06351991179227466,0.04242741394932382,0.06100000000000001,0.1385,0,0,0,1,0,1,0.0,1,8,Divided,Unified Republican,restrictive,restrictive
Kentucky,Wisconsin,0.0673342188317152,0.05500418992195043,0.0,0.169,1,0,0,1,0,1,1.0,0,2,Divided,Divided,restrictive,restrictive
Kentucky,Wyoming,0.05302242951542992,0.03786194579150217,0.09800000000000002,0.12,0,0,0,1,0,1,0.3333333333333333,0,4,Divided,Unified Republican,restrictive,restrictive
Louisiana,Maine,0.11075625338201771,0.02175006829215141,0.036000000000000004,0.15100000000000002,0,0,0,0,0,0,0.0,0,21,Divided,Unified Democratic,restrictive,protective
Louisiana,Maryland,0.23081951467303616,0.044274302186140514,0.11499999999999996,0.22649999999999998,0,0,0,0,0,0,0.0,0,12,Divided,Unified Democratic,restrictive,protective
Louisiana,Michigan,0.10575959291973425,0.02618529100723656,0.488,0.41300000000000003,0,0,0,0,0,0,0.0,0,48,Divided,Unified Democratic,restrictive,protective
Louisiana,Minnesota,0.19296601661265447,0.06490183053748755,0.0,0.169,0,0,0,0,0,0,0.0,0,6,Divided,Unified Democratic,restrictive,protective
Louisiana,Mississippi,0.24536505230939248,0.06314330345033592,0.06600000000000002,0.136,0,0,0,1,0,1,0.0,1,18,Divided,Unified Republican,restrictive,restrictive
Louisiana,Missouri,0.22089163434279296,0.07819948826359335,0.025999999999999884,0.18199999999999994,0,0,0,1,0,1,0.0,0,18,Divided,Unified Republican,restrictive,restrictive
Louisiana,Montana,0.10352769300763899,0.034254475599604914,0.08700000000000001,0.1255,0,0,0,1,0,1,0.0,0,30,Divided,Unified Republican,restrictive,restrictive
Louisiana,Nebraska,0.32657694121776637,0.09552484421675611,0.008000000000000007,0.165,0,0,0,1,0,1,0.0,0,6,Divided,Unified Republican,restrictive,restrictive
Louisiana,Nevada,0.03722258366353368,0.021185532816147996,0.064,0.201,0,0,0,0,0,0,0.0,0,9,Divided,Unified Democratic,restrictive,protective
Louisiana,New Jersey,0.15434696150151295,0.07014775195119623,0.156,0.247,0,0,0,0,0,0,0.0,0,9,Divided,Unified Democratic,restrictive,protective
Louisiana,New Mexico,0.061285634275733775,0.03603140616259629,0.0,0.169,0,0,0,0,0,0,0.0,0,6,Divided,Unified Democratic,restrictive,protective
Louisiana,New York,0.28333444939798447,0.04916247299180602,0.491,0.41450000000000004,0,0,0,0,0,0,0.0,0,21,Divided,Unified Democratic,restrictive,protective
Louisiana,North Carolina,0.2492197511044826,0.08921318164838411,0.0119999999999999,0.17499999999999996,1,0,0,1,0,1,0.0,0,9,Divided,Divided,restrictive,restrictive
Louisiana,North Dakota,0.07584063659328318,0.032016108283369905,0.084,0.127,0,0,0,1,0,1,0.0,0,12,Divided,Unified Republican,restrictive,restrictive
Louisiana,Ohio,0.1535750835316935,0.05431457419099314,0.12199999999999997,0.22999999999999998,0,0,0,1,0,1,0.0,0,6,Divided,Unified Republican,restrictive,restrictive
Louisiana,Oklahoma,0.06204307397830446,0.0406627691016334,0.0,0.169,0,0,0,1,0,1,0.0,0,3,Divided,Unified Republican,restrictive,restrictive
Louisiana,Oregon,0.07480219433273197,0.043932134817037415,0.056999999999999995,0.1975,0,0,0,0,0,0,0.0,0,3,Divided,Unified Democratic,restrictive,protective
Louisiana,Pennsylvania,0.28831376004398873,0.12110762314868877,0.0,0.169,1,0,0,1,0,1,0.0,0,3,Divided,Divided,restrictive,restrictive
Louisiana,Rhode Island,0.09763544371187066,0.062125130520688375,0.03799999999999998,0.188,0,0,0,0,0,0,0.0,0,3,Divided,Unified Democratic,restrictive,protective
Louisiana,South Carolina,0.04282881835346607,0.02865746774832122,0.035,0.15150000000000002,0,0,0,0,0,0,0.0,0,6,Divided,Unified Republican,restrictive,mixed
Louisiana,South Dakota,0.02948041855575705,0.019362879982146936,0.09600000000000002,0.121,0,0,0,0,0,0,0,0,3,Divided,Unified Republican,restrictive,mixed
Louisiana,Tennessee,0.06687204669543251,0.026341431790892905,0.017000000000000015,0.1605,0,0,0,1,0,1,0.0,0,12,Divided,Unified Republican,restrictive,restrictive
Louisiana,Texas,0.15915066416530238,0.05023378976144287,0.028000000000000025,0.155,0,0,0,1,0,1,0.0,1,21,Divided,Unified Republican,restrictive,restrictive
Louisiana,Utah,0.09938307017434601,0.04313398473357949,0.01100000000000001,0.1635,0,0,0,1,0,1,0.0,0,21,Divided,Unified Republican,restrictive,restrictive
Louisiana,Vermont,0.06638263131465416,0.04497329982983101,0.07200000000000001,0.133,1,0,0,0,0,0,0.0,0,3,Divided,Divided,restrictive,protective
Louisiana,Virginia,0.1559517235454281,0.06411515718699766,0.034999999999999976,0.1865,1,0,0,1,0,1,0.0,0,12,Divided,Divided,restrictive,restrictive
Louisiana,Washington,0.23342566818262708,0.050054723590781974,0.086,0.21200000000000002,0,0,0,0,0,0,0.0,0,15,Divided,Unified Democratic,restrictive,protective
Louisiana,West Virginia,0.09081888601040615,0.04760007374210843,0.06100000000000001,0.1385,0,0,0,1,0,1,0,0,12,Divided,Unified Republican,restrictive,restrictive
Louisiana,Wisconsin,0.08840215193232624,0.05533529303095502,0.0,0.169,1,0,0,1,0,1,0.0,0,3,Divided,Divided,restrictive,restrictive
Louisiana,Wyoming,0.05967920471939252,0.03459342242437452,0.09800000000000002,0.12,0,0,0,1,0,1,0.0,0,6,Divided,Unified Republican,restrictive,restrictive
Maine,Maryland,0.1407651284240534,0.03887025381969351,0.15099999999999997,0.2085,1,1,0,1,1,0,0.25,0,28,Unified Democratic,Unified Democratic,protective,protective
Maine,Michigan,0.11633177871972644,0.01963325059217477,0.524,0.395,1,1,0,1,1,0,0.6666666666666666,0,112,Unified Democratic,Unified Democratic,protective,protective
Maine,Minnesota,0.17882964714416075,0.06165754870785447,0.036000000000000004,0.15100000000000002,1,1,0,1,1,0,0.6666666666666666,0,14,Unified Democratic,Unified Democratic,protective,protective
Maine,Mississippi,0.1100726818032027,0.02676457601429059,0.030000000000000013,0.118,0,0,0,0,0,0,0.0,0,42,Unified Democratic,Unified Republican,protective,restrictive
Maine,Missouri,0.14150563824282927,0.04591856338493748,0.06199999999999989,0.16399999999999995,0,0,0,0,0,0,0.3333333333333333,0,42,Unified Democratic,Unified Republican,protective,restrictive
Maine,Montana,0.13099062003076242,0.028982420719766366,0.051000000000000004,0.10750000000000001,0,0,0,0,0,0,0.5,0,70,Unified Democratic,Unified Republican,protective,restrictive
Maine,Nebraska,0.1092287707196889,0.03755985812151634,0.027999999999999997,0.14700000000000002,0,0,0,0,0,0,0.6666666666666666,0,14,Unified Democratic,Unified Republican,protective,restrictive
Maine,Nevada,0.10717382914482247,0.03511254864554099,0.1,0.183,1,1,0,1,1,0,0.6666666666666666,0,21,Unified Democratic,Unified Democratic,protective,protective
Maine,New Jersey,0.15578941255082282,0.05652213297565116,0.192,0.229,1,1,0,1,1,0,0.6666666666666666,0,21,Unified Democratic,Unified Democratic,protective,protective
Maine,New Mexico,0.1281210290120898,0.044836569336654426,0.036000000000000004,0.15100000000000002,1,1,0,1,1,0,0.6666666666666666,0,14,Unified Democratic,Unified Democratic,protective,protective
Maine,New York,0.11719907292630279,0.02742489664636165,0.527,0.3965,1,1,0,1,1,0,0.6666666666666666,0,49,Unified Democratic,Unified Democratic,protective,protective
Maine,North Carolina,0.1452401067924032,0.050168542567931546,0.047999999999999904,0.15699999999999997,0,0,0,0,0,0,0.6666666666666666,0,21,Unified Democratic,Divided,protective,restrictive
Maine,North Dakota,0.10021292349731666,0.024503494343282337,0.048,0.10900000000000001,0,0,0,0,0,0,0.0,0,28,Unified Democratic,Unified Republican,protective,restrictive
Maine,Ohio,0.1052262428925436,0.024734567028937414,0.15799999999999997,0.212,0,0,0,0,0,0,0.6666666666666666,0,14,Unified Democratic,Unified Republican,protective,restrictive
Maine,Oklahoma,0.07566465626461075,0.03942849114376961,0.036000000000000004,0.15100000000000002,0,0,0,0,0,0,0.0,0,7,Unified Democratic,Unified Republican,protective,restrictive
Maine,Oregon,0.10701966348611903,0.06025126792973851,0.093,0.1795,1,1,0,1,1,0,1.0,0,7,Unified Democratic,Unified Democratic,protective,protective
Maine,Pennsylvania,0.07365600385865907,0.024009705786119804,0.036000000000000004,0.15100000000000002,0,0,0,0,0,0,0.6666666666666666,0,7,Unified Democratic,Divided,protective,restrictive
Maine,Rhode Island,0.10272139744189995,0.04788815217428972,0.07399999999999998,0.16999999999999998,1,1,0,1,1,0,1.0,0,7,Unified Democratic,Unified Democratic,protective,protective
Maine,South Carolina,0.08049046596768865,0.02004262289003238,0.0010000000000000009,0.1335,0,0,0,0,0,0,0.5,0,14,Unified Democratic,Unified Republican,protective,mixed
Maine,South Dakota,0.017264702087661878,0.011507356989261388,0.06000000000000001,0.10300000000000001,0,0,0,0,0,0,0.0,0,7,Unified Democratic,Unified Republican,protective,mixed
Maine,Tennessee,0.04638717621190092,0.015017885075165587,0.01899999999999999,0.14250000000000002,0,0,0,0,0,0,0.0,0,28,Unified Democratic,Unified Republican,protective,restrictive
Maine,Texas,0.10514342109960848,0.023580299902307793,0.00799999999999998,0.137,0,0,0,0,0,0,0.6666666666666666,0,49,Unified Democratic,Unified Republican,protective,restrictive
Maine,Utah,0.11728995701608344,0.03715758030896368,0.024999999999999994,0.14550000000000002,0,0,0,0,0,0,0.0,0,49,Unified Democratic,Unified Republican,protective,restrictive
Maine,Vermont,0.2656036323032579,0.09677503423501199,0.036000000000000004,0.115,0,0,0,1,1,0,1.0,0,7,Unified Democratic,Divided,protective,protective
Maine,Virginia,0.179329289401659,0.047153014858718124,0.07099999999999998,0.16849999999999998,0,0,0,0,0,0,0.5,0,28,Unified Democratic,Divided,protective,restrictive
Maine,Washington,0.20738188507755267,0.033715103642137215,0.122,0.194,1,1,0,1,1,0,0.6666666666666666,0,35,Unified Democratic,Unified Democratic,protective,protective
Maine,West Virginia,0.07237021115701511,0.025168499712626517,0.02500000000000001,0.1205,0,0,0,0,0,0,0.0,0,28,Unified Democratic,Unified Republican,protective,restrictive
Maine,Wisconsin,0.11589187969890365,0.04585675712543952,0.036000000000000004,0.15100000000000002,0,0,0,0,0,0,0.6666666666666666,0,7,Unified Democratic,Divided,protective,restrictive
Maine,Wyoming,0.05745530024105919,0.02218678366922897,0.06200000000000001,0.10200000000000001,0,0,0,0,0,0,0.0,0,14,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Michigan,0.18429394907409175,0.029158198345747337,0.37300000000000005,0.47050000000000003,1,1,0,1,1,0,0.5,0,64,Unified Democratic,Unified Democratic,protective,protective
Maryland,Minnesota,0.15691605639783288,0.07414540389034867,0.11499999999999996,0.22649999999999998,1,1,0,1,1,0,0.5,0,8,Unified Democratic,Unified Democratic,protective,protective
Maryland,Mississippi,0.0941846412514271,0.04031774122214805,0.181,0.19349999999999998,0,0,0,0,0,0,0.3333333333333333,0,24,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Missouri,0.18937947854458537,0.07213231432501911,0.08900000000000008,0.23949999999999994,0,0,0,0,0,0,0.25,0,24,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Montana,0.17613658211876254,0.043983796455314667,0.20199999999999996,0.183,0,0,0,0,0,0,0.3333333333333333,0,40,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Nebraska,0.3134567092998188,0.07766164471969889,0.12299999999999997,0.22249999999999998,0,0,0,0,0,0,0.5,0,8,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Nevada,0.09564221677132029,0.04164160731950906,0.05099999999999996,0.2585,1,1,0,1,1,0,0.5,0,12,Unified Democratic,Unified Democratic,protective,protective
Maryland,New Jersey,0.14387812455961313,0.08060649635633481,0.041000000000000036,0.3045,1,1,0,1,1,0,0.5,0,12,Unified Democratic,Unified Democratic,protective,protective
Maryland,New Mexico,0.2772225970685648,0.09985636039208648,0.11499999999999996,0.22649999999999998,1,1,0,1,1,0,0.5,0,8,Unified Democratic,Unified Democratic,protective,protective
Maryland,New York,0.34114830970440874,0.05270832935308405,0.37600000000000006,0.472,1,1,0,1,1,0,0.5,0,28,Unified Democratic,Unified Democratic,protective,protective
Maryland,North Carolina,0.18392367739612298,0.09254818146928355,0.10300000000000006,0.23249999999999993,0,0,0,0,0,0,0.5,0,12,Unified Democratic,Divided,protective,restrictive
Maryland,North Dakota,0.09634362761749121,0.03265017340079705,0.19899999999999995,0.1845,0,0,0,0,0,0,0.3333333333333333,0,16,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Ohio,0.10011704494395593,0.03397578192102123,0.007000000000000006,0.2875,0,0,0,0,0,0,0.5,0,8,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Oklahoma,0.10913655964698386,0.0584096225387553,0.11499999999999996,0.22649999999999998,0,0,0,0,0,0,0.3333333333333333,0,4,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Oregon,0.18125722529267835,0.0908625941813668,0.05799999999999997,0.255,1,1,0,1,1,0,0.25,0,4,Unified Democratic,Unified Democratic,protective,protective
Maryland,Pennsylvania,0.27921239782765267,0.09535349047318775,0.11499999999999996,0.22649999999999998,0,0,0,0,0,0,0.5,1,4,Unified Democratic,Divided,protective,restrictive
Maryland,Rhode Island,0.1065767108050626,0.06501261275448271,0.07699999999999999,0.2455,1,1,0,1,1,0,0.25,0,4,Unified Democratic,Unified Democratic,protective,protective
Maryland,South Carolina,0.06633791386201224,0.022067408097799814,0.14999999999999997,0.209,0,0,0,0,0,0,0.3333333333333333,0,8,Unified Democratic,Unified Republican,protective,mixed
Maryland,South Dakota,0.011173487758341,0.007380347713709179,0.21099999999999997,0.1785,0,0,0,0,0,0,0.0,0,4,Unified Democratic,Unified Republican,protective,mixed
Maryland,Tennessee,0.045345408548019855,0.018140594082811382,0.13199999999999998,0.21799999999999997,0,0,0,0,0,0,0.3333333333333333,0,16,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Texas,0.13732785771113107,0.03381011871899442,0.143,0.21249999999999997,0,0,0,0,0,0,0.5,0,28,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Utah,0.15770172811203842,0.04679280358698161,0.12599999999999997,0.22099999999999997,0,0,0,0,0,0,0.3333333333333333,0,28,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Vermont,0.3269201173133214,0.19513882337324562,0.18699999999999997,0.1905,0,0,0,1,1,0,0.25,0,4,Unified Democratic,Divided,protective,protective
Maryland,Virginia,0.2252879438364696,0.07266072698464925,0.07999999999999999,0.244,0,0,0,0,0,0,0.75,1,16,Unified Democratic,Divided,protective,restrictive
Maryland,Washington,0.25532750429585976,0.05135214335481776,0.02899999999999997,0.26949999999999996,1,1,0,1,1,0,0.5,0,20,Unified Democratic,Unified Democratic,protective,protective
Maryland,West Virginia,0.10799999696600814,0.03584485688024701,0.176,0.19599999999999998,0,0,0,0,0,0,0.0,1,16,Unified Democratic,Unified Republican,protective,restrictive
Maryland,Wisconsin,0.0817544898901891,0.0457601724300241,0.11499999999999996,0.22649999999999998,0,0,0,0,0,0,0.5,0,4,Unified Democratic,Divided,protective,restrictive
Maryland,Wyoming,0.06226811590913777,0.02934342784929423,0.21299999999999997,0.1775,0,0,0,0,0,0,0.3333333333333333,0,8,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Minnesota,0.15449990570979336,0.035370074662608185,0.488,0.41300000000000003,1,1,0,1,1,0,1.0,0,32,Unified Democratic,Unified Democratic,protective,protective
Michigan,Mississippi,0.12239718644733467,0.026708508161864698,0.554,0.38,0,0,0,0,0,0,0.3333333333333333,0,96,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Missouri,0.2407683905441228,0.038747087789846375,0.46200000000000013,0.42599999999999993,0,0,0,0,0,0,0.6666666666666666,0,96,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Montana,0.16777582420981835,0.027249356828713746,0.5750000000000001,0.3695,0,0,0,0,0,0,0.3333333333333333,0,160,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Nebraska,0.16532603523054284,0.034303713901189595,0.496,0.40900000000000003,0,0,0,0,0,0,1.0,0,32,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Nevada,0.405766443277407,0.033524728125086646,0.42400000000000004,0.445,1,1,0,1,1,0,1.0,0,48,Unified Democratic,Unified Democratic,protective,protective
Michigan,New Jersey,0.19404164577095934,0.04667406360100405,0.332,0.491,1,1,0,1,1,0,1.0,0,48,Unified Democratic,Unified Democratic,protective,protective
Michigan,New Mexico,0.08566910493499336,0.03132052711193873,0.488,0.41300000000000003,1,1,0,1,1,0,1.0,0,32,Unified Democratic,Unified Democratic,protective,protective
Michigan,New York,0.10499621768598018,0.019252642742539294,0.0030000000000000027,0.6585000000000001,1,1,0,1,1,0,1.0,0,112,Unified Democratic,Unified Democratic,protective,protective
Michigan,North Carolina,0.265169685533886,0.0481385410754702,0.4760000000000001,0.419,0,0,0,0,0,0,1.0,0,48,Unified Democratic,Divided,protective,restrictive
Michigan,North Dakota,0.2176782733649063,0.029667364929827703,0.5720000000000001,0.371,0,0,0,0,0,0,0.3333333333333333,0,64,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Ohio,0.05404350105358733,0.022186374888065196,0.36600000000000005,0.474,0,0,0,0,0,0,1.0,1,32,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Oklahoma,0.10095361477017739,0.029672286591168724,0.488,0.41300000000000003,0,0,0,0,0,0,0.3333333333333333,0,16,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Oregon,0.16457633252719256,0.048785191878475305,0.43100000000000005,0.4415,1,1,0,1,1,0,0.6666666666666666,0,16,Unified Democratic,Unified Democratic,protective,protective
Michigan,Pennsylvania,0.1004829114990849,0.024688616431660964,0.488,0.41300000000000003,0,0,0,0,0,0,1.0,0,16,Unified Democratic,Divided,protective,restrictive
Michigan,Rhode Island,0.08918988840461324,0.03384228005093135,0.45000000000000007,0.432,1,1,0,1,1,0,0.6666666666666666,0,16,Unified Democratic,Unified Democratic,protective,protective
Michigan,South Carolina,0.18775827361844313,0.025402234002437067,0.523,0.3955,0,0,0,0,0,0,0.3333333333333333,0,32,Unified Democratic,Unified Republican,protective,mixed
Michigan,South Dakota,0.03553329719189395,0.019505922220409724,0.5840000000000001,0.365,0,0,0,0,0,0,0.0,0,16,Unified Democratic,Unified Republican,protective,mixed
Michigan,Tennessee,0.07346038979265464,0.01808839476151718,0.505,0.4045,0,0,0,0,0,0,0.3333333333333333,0,64,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Texas,0.08759161101497831,0.023967361299580197,0.516,0.399,0,0,0,0,0,0,1.0,0,112,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Utah,0.2784893903201197,0.0315931996464819,0.499,0.40750000000000003,0,0,0,0,0,0,0.3333333333333333,0,112,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Vermont,0.12338559832978771,0.04153235667199284,0.56,0.377,0,0,0,1,1,0,0.6666666666666666,0,16,Unified Democratic,Divided,protective,protective
Michigan,Virginia,0.260557791702956,0.04181883572324448,0.45300000000000007,0.4305,0,0,0,0,0,0,0.75,0,64,Unified Democratic,Divided,protective,restrictive
Michigan,Washington,0.11751987770444906,0.02752207554376193,0.402,0.456,1,1,0,1,1,0,1.0,0,80,Unified Democratic,Unified Democratic,protective,protective
Michigan,West Virginia,0.18621558822190348,0.030372021368829452,0.549,0.3825,0,0,0,0,0,0,0.0,0,64,Unified Democratic,Unified Republican,protective,restrictive
Michigan,Wisconsin,0.10210071241260216,0.031379882836132245,0.488,0.41300000000000003,0,0,0,0,0,0,1.0,1,16,Unified Democratic,Divided,protective,restrictive
Michigan,Wyoming,0.10446307891996114,0.030055488768888118,0.5860000000000001,0.364,0,0,0,0,0,0,0.3333333333333333,0,32,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Mississippi,0.1482756936479209,0.057835713211051944,0.06600000000000002,0.136,0,0,0,0,0,0,0.3333333333333333,0,12,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Missouri,0.25042944553340074,0.09705908421822344,0.025999999999999884,0.18199999999999994,0,0,0,0,0,0,0.6666666666666666,0,12,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Montana,0.16462642093885718,0.05368481319027594,0.08700000000000001,0.1255,0,0,0,0,0,0,0.3333333333333333,0,20,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Nebraska,0.11972260666608192,0.06940476722836537,0.008000000000000007,0.165,0,0,0,0,0,0,1.0,0,4,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Nevada,0.21970760850800122,0.06913881659228113,0.064,0.201,1,1,0,1,1,0,1.0,0,6,Unified Democratic,Unified Democratic,protective,protective
Minnesota,New Jersey,0.23748867186064662,0.14148437081736373,0.156,0.247,1,1,0,1,1,0,1.0,0,6,Unified Democratic,Unified Democratic,protective,protective
Minnesota,New Mexico,0.138598654976598,0.10801695876818095,0.0,0.169,1,1,0,1,1,0,1.0,0,4,Unified Democratic,Unified Democratic,protective,protective
Minnesota,New York,0.16078899084077783,0.06124775965807184,0.491,0.41450000000000004,1,1,0,1,1,0,1.0,0,14,Unified Democratic,Unified Democratic,protective,protective
Minnesota,North Carolina,0.19838589745061286,0.10542402399767792,0.0119999999999999,0.17499999999999996,0,0,0,0,0,0,1.0,0,6,Unified Democratic,Divided,protective,restrictive
Minnesota,North Dakota,0.11103869870078617,0.04243699058770461,0.084,0.127,0,0,0,0,0,0,0.3333333333333333,1,8,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Ohio,0.1558891107710967,0.06978654048176776,0.12199999999999997,0.22999999999999998,0,0,0,0,0,0,1.0,0,4,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Oklahoma,0.14126131182762,0.08705731583693471,0.0,0.169,0,0,0,0,0,0,0.3333333333333333,0,2,Unified Democratic,Unified Republican,protective,restrictive
